% Module: Scope, ID: c0p1t6p1cfm0
% Device: DEV4810
% Time: 2026/03/10 11:27:31
% 波形 通道1, /dev4810/scopes/0/wave.0
% 时间 (s); 波形 通道1  波形 (V)
-0.5352587; 0.485969334841
-0.5351904333333334; 0.486067771912
-0.5351221666666667; 0.486199021339
-0.5350539; 0.48629745841
-0.5349856333333334; 0.486494332552
-0.5349173666666667; 0.486559957266
-0.5348491; 0.486691236496
-0.5347808333333334; 0.486822485924
-0.5347125666666667; 0.486986547709
-0.5346443; 0.487117797136
-0.5345760333333334; 0.48718342185
-0.5345077666666667; 0.487380295992
-0.5344395; 0.487511575222
-0.5343712333333334; 0.48764282465
-0.5343029666666667; 0.487774074078
-0.5342347; 0.487938135862
-0.5341664333333334; 0.488003760576
-0.5340981666666667; 0.488167822361
-0.5340298999999999; 0.488299101591
-0.5339616333333334; 0.488463163376
-0.5338933666666666; 0.488627225161
-0.5338251000000001; 0.488692849874
-0.5337568333333333; 0.488824099302
-0.5336885666666666; 0.488988161087
-0.5336203; 0.489152252674
-0.5335520333333333; 0.489283502102
-0.5334837666666666; 0.489381939173
-0.5334155; 0.489546000957
-0.5333472333333333; 0.489677250385
-0.5332789666666666; 0.489874154329
-0.5332107; 0.489906966686
-0.5331424333333333; 0.490005403757
-0.5330741666666666; 0.490202277899
-0.5330059; 0.490267902613
-0.5329376333333333; 0.490464776754
-0.5328693666666666; 0.490530401468
-0.5328011; 0.490661680698
-0.5327328333333333; 0.490760117769
-0.5326645666666666; 0.490924179554
-0.5325963; 0.491022616625
-0.5325280333333333; 0.491219490767
-0.5324597666666667; 0.491350740194
-0.5323915; 0.491482019424
-0.5323232333333333; 0.491514831781
-0.5322549666666667; 0.491711705923
-0.5321867; 0.491842955351
-0.5321184333333333; 0.492007017136
-0.5320501666666667; 0.492105454206
-0.5319819; 0.49220392108
-0.5319136333333333; 0.492269545794
-0.5318453666666667; 0.492499232292
-0.5317771; 0.49263048172
-0.5317088333333333; 0.492761731148
-0.5316405666666667; 0.492860168219
-0.5315723; 0.492892980576
-0.5315040333333333; 0.493057072163
-0.5314357666666667; 0.493155509233
-0.5313675; 0.493286758661
-0.5312992333333333; 0.493385195732
-0.5312309666666667; 0.49351644516
-0.5311627; 0.493713319302
-0.5310944333333334; 0.493811786175
-0.5310261666666667; 0.49397584796
-0.5309579; 0.49407428503
-0.5308896333333334; 0.494205534458
-0.5308213666666667; 0.494369596243
-0.5307531; 0.4944024086
-0.5306848333333334; 0.494500845671
-0.5306165666666667; 0.494697749615
-0.5305483; 0.494828999043
-0.5304800333333334; 0.49496024847
-0.5304117666666667; 0.495058685541
-0.5303435; 0.495124310255
-0.5302752333333334; 0.49528837204
-0.5302069666666667; 0.495452463627
-0.5301387; 0.495583713055
-0.5300704333333334; 0.495682150126
-0.5300021666666667; 0.49584621191
-0.5299339; 0.495879024267
-0.5298656333333334; 0.495977461338
-0.5297973666666667; 0.496141552925
-0.5297291; 0.496272802353
-0.5296608333333334; 0.49630561471
-0.5295925666666667; 0.496469676495
-0.5295243000000001; 0.496502488852
-0.5294560333333334; 0.496666550636
-0.5293877666666666; 0.49673217535
-0.5293195000000001; 0.496896237135
-0.5292512333333333; 0.497027516365
-0.5291829666666666; 0.497158765793
-0.5291147; 0.497224390507
-0.5290464333333333; 0.497290015221
-0.5289781666666666; 0.497454077005
-0.5289099; 0.497552514076
-0.5288416333333333; 0.497650951147
-0.5287733666666666; 0.497683763504
-0.5287051; 0.497880667448
-0.5286368333333333; 0.497946292162
-0.5285685666666666; 0.498044729233
-0.5285003; 0.498143166304
-0.5284320333333333; 0.498208791018
-0.5283637666666666; 0.498405665159
-0.5282955; 0.498405665159
-0.5282272333333333; 0.498569756746
-0.5281589666666666; 0.498668193817
-0.5280907; 0.498799443245
-0.5280224333333333; 0.498832255602
-0.5279541666666667; 0.498996317387
-0.5278859; 0.499160379171
-0.5278176333333333; 0.499258816242
-0.5277493666666667; 0.499357283115
-0.5276811; 0.499488532543
-0.5276128333333333; 0.499586969614
-0.5275445666666667; 0.499783843756
-0.5274763; 0.499915093184
-0.5274080333333333; 0.500013530254
-0.5273397666666667; 0.500046372414
-0.5272715; 0.500144779682
-0.5272032333333333; 0.50027602911
-0.5271349666666667; 0.500374495983
-0.5270667; 0.50053858757
-0.5269984333333333; 0.500604212284
-0.5269301666666667; 0.500702619553
-0.5268619; 0.500735461712
-0.5267936333333333; 0.500965118408
-0.5267253666666667; 0.500932335854
-0.5266571; 0.501096367836
-0.5265888333333333; 0.501227617264
-0.5265205666666667; 0.501358926296
-0.5264523; 0.501391708851
-0.5263840333333334; 0.501588582993
-0.5263157666666667; 0.50171983242
-0.5262475; 0.50171983242
-0.5261792333333334; 0.501916706562
-0.5261109666666667; 0.501916706562
-0.5260427; 0.502113640308
-0.5259744333333334; 0.502146422863
-0.5259061666666667; 0.502212047577
-0.5258379; 0.502343297005
-0.5257696333333334; 0.502474546432
-0.5257013666666667; 0.502507388592
-0.5256331; 0.502671420574
-0.5255648333333334; 0.502704262733
-0.5254965666666667; 0.502802670002
-0.5254283; 0.502966761589
-0.5253600333333334; 0.503065228462
-0.5252917666666667; 0.503098011017
-0.5252235; 0.50319647789
-0.5251552333333334; 0.503393352032
-0.5250869666666667; 0.503393352032
-0.5250186999999999; 0.503590226173
-0.5249504333333334; 0.503623068333
-0.5248821666666666; 0.503688693047
-0.5248139000000001; 0.503852725029
-0.5247456333333334; 0.503951191902
-0.5246773666666666; 0.504016816616
-0.5246091000000001; 0.504115223885
-0.5245408333333333; 0.504180848598
-0.5244725666666666; 0.504344940186
-0.5244043; 0.50437772274
-0.5243360333333333; 0.504509031773
-0.5242677666666666; 0.504607439041
-0.5241995; 0.504673063755
-0.5241312333333333; 0.504837155342
-0.5240629666666666; 0.504935562611
-0.5239947; 0.505066812038
-0.5239264333333333; 0.505132436752
-0.5238581666666666; 0.505263745785
-0.5237899; 0.505329370499
-0.5237216333333333; 0.505493402481
-0.5236533666666666; 0.505559027195
-0.5235851; 0.505690276623
-0.5235168333333333; 0.505788743496
-0.5234485666666666; 0.505821526051
-0.5233803; 0.505919992924
-0.5233120333333333; 0.506051242352
-0.5232437666666667; 0.506149709225
-0.5231755; 0.506248116493
-0.5231072333333333; 0.506313741207
-0.5230389666666667; 0.506444990635
-0.5229707; 0.506609082222
-0.5229024333333333; 0.506609082222
-0.5228341666666667; 0.506805956364
-0.5227659; 0.506871581078
-0.5226976333333333; 0.506970047951
-0.5226293666666667; 0.507035672665
-0.5225611; 0.507068455219
-0.5224928333333333; 0.507232546806
-0.5224245666666667; 0.507265329361
-0.5223563; 0.507429420948
-0.5222880333333333; 0.507429420948
-0.5222197666666667; 0.507527828217
-0.5221515; 0.507691919804
-0.5220832333333333; 0.507790386677
-0.5220149666666667; 0.507888793945
-0.5219467; 0.507921636105
-0.5218784333333333; 0.508052885532
-0.5218101666666667; 0.508151292801
-0.5217419; 0.508249759674
-0.5216736333333334; 0.508348166943
-0.5216053666666667; 0.508413851261
-0.5215371; 0.508479475975
-0.5214688333333334; 0.508610725403
-0.5214005666666667; 0.508709132671
